model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,mi8se|gpu|float,mi8se|gpu|kernel,a03s|gpu|float,a03s|gpu|kernel,iphone7|gpu|float,iphone7|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
mobilenetv3_small_wd2,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 144, 'Output_shape': '7', 'Stride': '2', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '352800'}",16.2304,depthwise_convolution_98_linked_:_hard_swish_99,19.657,depthwise_convolution_98_linked_:_hard_swish_99,45.3248,depthwise_convolution_98_linked_:_hard_swish_99,143.906,depthwise_convolution_98_linked_:_hard_swish_99,22.699,depthwise_convolution_98_linked_:_hard_swish_99,9.84,depthwise_convolution_98_linked_:_hard_swish_99
mobilenetv3_small_wd2,MEAN,"{'Input_shape': '7', 'Input_channel': 144, 'Output_shape': '144', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '7056'}",12.2496,mean_100,15.86,mean_100,18.2528,mean_100,52.02,mean_100,10.293,mean_100,7.297,mean_100
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 144, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '11520'}",11.6864,fully_connected_101_linked_:_relu_102,15.932,fully_connected_101_linked_:_relu_102,13.6832,fully_connected_101_linked_:_relu_102,55.879,fully_connected_101_linked_:_relu_102,11.777,fully_connected_101_linked_:_relu_102,7.23,fully_connected_101_linked_:_relu_102
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 40, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '144', 'Group': '1', 'FLOPS': '11520'}",7.3728,fully_connected_103_linked_:_relu_104_linked_:_mul_105,13.061,fully_connected_103_linked_:_relu_104_linked_:_mul_105,9.024,fully_connected_103_linked_:_relu_104_linked_:_mul_105,48.793,fully_connected_103_linked_:_relu_104_linked_:_mul_105,9.863,fully_connected_103_linked_:_relu_104_linked_:_mul_105,6.234,fully_connected_103_linked_:_relu_104_linked_:_mul_105
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 144, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '48', 'Group': '1', 'FLOPS': '677376'}",24.4992,convolution_2d_107,30.436,convolution_2d_107,33.8176,convolution_2d_107,74.597,convolution_2d_107,16.926,convolution_2d_107,9.535,convolution_2d_107
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 48, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '288', 'Group': '1', 'FLOPS': '1354752'}",18.5856,convolution_2d_108_linked_:_hard_swish_109,20.891,convolution_2d_108_linked_:_hard_swish_109,40.6144,convolution_2d_108_linked_:_hard_swish_109,129.016,convolution_2d_108_linked_:_hard_swish_109,21.512,convolution_2d_108_linked_:_hard_swish_109,10.738,convolution_2d_108_linked_:_hard_swish_109
mobilenetv3_small_wd2,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 288, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '705600'}",18.56,depthwise_convolution_111_linked_:_hard_swish_112,23.928,depthwise_convolution_111_linked_:_hard_swish_112,59.4432,depthwise_convolution_111_linked_:_hard_swish_112,286.515,depthwise_convolution_111_linked_:_hard_swish_112,34.101,depthwise_convolution_111_linked_:_hard_swish_112,15.996,depthwise_convolution_111_linked_:_hard_swish_112
mobilenetv3_small_wd2,MEAN,"{'Input_shape': '7', 'Input_channel': 288, 'Output_shape': '288', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '14112'}",12.4928,mean_113,15.972,mean_113,18.8928,mean_113,86.48,mean_113,10.731,mean_113,7.574,mean_113
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 288, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '41472'}",20.5952,fully_connected_114_linked_:_relu_115,21.629,fully_connected_114_linked_:_relu_115,24.5376,fully_connected_114_linked_:_relu_115,67.625,fully_connected_114_linked_:_relu_115,14.465,fully_connected_114_linked_:_relu_115,9.465,fully_connected_114_linked_:_relu_115
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 72, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '288', 'Group': '1', 'FLOPS': '41472'}",9.4336,fully_connected_116_linked_:_relu_117_linked_:_mul_118,15.774,fully_connected_116_linked_:_relu_117_linked_:_mul_118,13.5424,fully_connected_116_linked_:_relu_117_linked_:_mul_118,67.062,fully_connected_116_linked_:_relu_117_linked_:_mul_118,10.125,fully_connected_116_linked_:_relu_117_linked_:_mul_118,6.801,fully_connected_116_linked_:_relu_117_linked_:_mul_118
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 288, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '48', 'Group': '1', 'FLOPS': '1354752'}",39.3856,convolution_2d_120_linked_:_add_121,50.195,convolution_2d_120_linked_:_add_121,56.4096,convolution_2d_120_linked_:_add_121,155.394,convolution_2d_120_linked_:_add_121,23.305,convolution_2d_120_linked_:_add_121,12.652,convolution_2d_120_linked_:_add_121
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 48, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '288', 'Group': '1', 'FLOPS': '1354752'}",18.3936,convolution_2d_122_linked_:_hard_swish_123,21.966,convolution_2d_122_linked_:_hard_swish_123,42.688,convolution_2d_122_linked_:_hard_swish_123,123.113,convolution_2d_122_linked_:_hard_swish_123,21.5,convolution_2d_122_linked_:_hard_swish_123,11.16,convolution_2d_122_linked_:_hard_swish_123
mobilenetv3_small_wd2,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 288, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '705600'}",17.6512,depthwise_convolution_125_linked_:_hard_swish_126,26.348,depthwise_convolution_125_linked_:_hard_swish_126,58.8544,depthwise_convolution_125_linked_:_hard_swish_126,223.379,depthwise_convolution_125_linked_:_hard_swish_126,33.726,depthwise_convolution_125_linked_:_hard_swish_126,15.629,depthwise_convolution_125_linked_:_hard_swish_126
mobilenetv3_small_wd2,MEAN,"{'Input_shape': '7', 'Input_channel': 288, 'Output_shape': '288', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '14112'}",12.2624,mean_127,14.487,mean_127,19.6352,mean_127,77.383,mean_127,13.567,mean_127,7.883,mean_127
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 288, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '41472'}",19.4304,fully_connected_128_linked_:_relu_129,21.226,fully_connected_128_linked_:_relu_129,24.9216,fully_connected_128_linked_:_relu_129,66.035,fully_connected_128_linked_:_relu_129,14.309,fully_connected_128_linked_:_relu_129,9.149,fully_connected_128_linked_:_relu_129
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 72, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '288', 'Group': '1', 'FLOPS': '41472'}",9.856,fully_connected_130_linked_:_relu_131_linked_:_mul_132,16.561,fully_connected_130_linked_:_relu_131_linked_:_mul_132,13.9776,fully_connected_130_linked_:_relu_131_linked_:_mul_132,50.258,fully_connected_130_linked_:_relu_131_linked_:_mul_132,10.894,fully_connected_130_linked_:_relu_131_linked_:_mul_132,7.227,fully_connected_130_linked_:_relu_131_linked_:_mul_132
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 288, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '48', 'Group': '1', 'FLOPS': '1354752'}",45.76,convolution_2d_134_linked_:_add_135,55.899,convolution_2d_134_linked_:_add_135,56.6528,convolution_2d_134_linked_:_add_135,156.359,convolution_2d_134_linked_:_add_135,23.66,convolution_2d_134_linked_:_add_135,12.766,convolution_2d_134_linked_:_add_135
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '7', 'Input_channel': 48, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '576', 'Group': '1', 'FLOPS': '2709504'}",24.4864,convolution_2d_136_linked_:_hard_swish_137,25.912,convolution_2d_136_linked_:_hard_swish_137,66.24,convolution_2d_136_linked_:_hard_swish_137,183.633,convolution_2d_136_linked_:_hard_swish_137,30.977,convolution_2d_136_linked_:_hard_swish_137,11.938,convolution_2d_136_linked_:_hard_swish_137
mobilenetv3_small_wd2,AVERAGE_POOL_2D,"{'Input_shape': '7', 'Input_channel': 576, 'Output_shape': '1', 'Stride': '1', 'Kernel': '7', 'Filter': '-', 'Group': '-', 'FLOPS': '28224'}",13.9264,mean_138,16.407,mean_138,33.9968,mean_138,76.422,mean_138,13.098,mean_138,8.441,mean_138
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 576, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '1280', 'Group': '1', 'FLOPS': '1474560'}",55.7824,fully_connected_139_linked_:_hard_swish_140,256.653,fully_connected_139_linked_:_hard_swish_140,166.7456,fully_connected_139_linked_:_hard_swish_140,366.015,fully_connected_139_linked_:_hard_swish_140,68.687,fully_connected_139_linked_:_hard_swish_140,36.426,fully_connected_139_linked_:_hard_swish_140
mobilenetv3_small_wd2,CONV_2D,"{'Input_shape': '1', 'Input_channel': 1280, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '1000', 'Group': '1', 'FLOPS': '2560000'}",102.8608,fully_connected_141,279.803,fully_connected_141,297.1392,fully_connected_141,642.777,fully_connected_141,111.852,fully_connected_141,54.774,fully_connected_141
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '3', 'Filter': '16', 'Group': '1', 'FLOPS': '10838016'}",35.6096,convolution_2d_0_linked_:_hard_swish_1,69.637,convolution_2d_0_linked_:_hard_swish_1,114.5088,convolution_2d_0_linked_:_hard_swish_1,662.726,convolution_2d_0_linked_:_hard_swish_1,84.731,convolution_2d_0_linked_:_hard_swish_1,36.715,convolution_2d_0_linked_:_hard_swish_1
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '114', 'Input_channel': 16, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '903168'}",30.9632,depthwise_convolution_3_linked_:_relu_4,25.052,depthwise_convolution_3_linked_:_relu_4,91.2512,depthwise_convolution_3_linked_:_relu_4,318.25,depthwise_convolution_3_linked_:_relu_4,29.027,depthwise_convolution_3_linked_:_relu_4,19.094,depthwise_convolution_3_linked_:_relu_4
mobilenetv3_small_w3d4,MEAN,"{'Input_shape': '56', 'Input_channel': 16, 'Output_shape': '16', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '50176'}",13.6576,mean_5,45.222,mean_5,25.3184,mean_5,106.375,mean_5,15.68,mean_5,11.93,mean_5
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 16, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '8', 'Group': '1', 'FLOPS': '256'}",5.0304,fully_connected_6_linked_:_relu_7,10.631,fully_connected_6_linked_:_relu_7,6.1312,fully_connected_6_linked_:_relu_7,58.395,fully_connected_6_linked_:_relu_7,8.762,fully_connected_6_linked_:_relu_7,5.625,fully_connected_6_linked_:_relu_7
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 8, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '16', 'Group': '1', 'FLOPS': '256'}",4.2112,fully_connected_8_linked_:_relu_9_linked_:_mul_10,10.542,fully_connected_8_linked_:_relu_9_linked_:_mul_10,5.6704,fully_connected_8_linked_:_relu_9_linked_:_mul_10,45.559,fully_connected_8_linked_:_relu_9_linked_:_mul_10,8.789,fully_connected_8_linked_:_relu_9_linked_:_mul_10,5.394,fully_connected_8_linked_:_relu_9_linked_:_mul_10
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '56', 'Input_channel': 16, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '16', 'Group': '1', 'FLOPS': '1605632'}",8.5504,convolution_2d_12,18.544,convolution_2d_12,25.1264,convolution_2d_12,135.609,convolution_2d_12,17.125,convolution_2d_12,9.242,convolution_2d_12
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '56', 'Input_channel': 16, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '56', 'Group': '1', 'FLOPS': '5619712'}",33.9968,convolution_2d_13_linked_:_relu_14,43.002,convolution_2d_13_linked_:_relu_14,110.6816,convolution_2d_13_linked_:_relu_14,392.207,convolution_2d_13_linked_:_relu_14,40.906,convolution_2d_13_linked_:_relu_14,21.164,convolution_2d_13_linked_:_relu_14
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '58', 'Input_channel': 56, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '790272'}",27.0848,depthwise_convolution_16_linked_:_relu_17,27.862,depthwise_convolution_16_linked_:_relu_17,91.1104,depthwise_convolution_16_linked_:_relu_17,319.004,depthwise_convolution_16_linked_:_relu_17,31.43,depthwise_convolution_16_linked_:_relu_17,17.156,depthwise_convolution_16_linked_:_relu_17
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '28', 'Input_channel': 56, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '2107392'}",11.2128,convolution_2d_18,22.124,convolution_2d_18,25.3952,convolution_2d_18,152.578,convolution_2d_18,21.129,convolution_2d_18,10.434,convolution_2d_18
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '28', 'Input_channel': 24, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '2408448'}",16.96,convolution_2d_19_linked_:_relu_20,21.777,convolution_2d_19_linked_:_relu_20,44.8768,convolution_2d_19_linked_:_relu_20,176.297,convolution_2d_19_linked_:_relu_20,24.094,convolution_2d_19_linked_:_relu_20,10.242,convolution_2d_19_linked_:_relu_20
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '30', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '903168'}",22.8736,depthwise_convolution_22_linked_:_relu_23,22.131,depthwise_convolution_22_linked_:_relu_23,72.4096,depthwise_convolution_22_linked_:_relu_23,177.004,depthwise_convolution_22_linked_:_relu_23,28.871,depthwise_convolution_22_linked_:_relu_23,11.469,depthwise_convolution_22_linked_:_relu_23
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '28', 'Input_channel': 64, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '2408448'}",16.0768,convolution_2d_24_linked_:_add_25,27.27,convolution_2d_24_linked_:_add_25,32.9216,convolution_2d_24_linked_:_add_25,162.859,convolution_2d_24_linked_:_add_25,22.902,convolution_2d_24_linked_:_add_25,11.598,convolution_2d_24_linked_:_add_25
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '28', 'Input_channel': 24, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '2709504'}",17.7664,convolution_2d_26_linked_:_hard_swish_27,22.198,convolution_2d_26_linked_:_hard_swish_27,47.2192,convolution_2d_26_linked_:_hard_swish_27,178.406,convolution_2d_26_linked_:_hard_swish_27,28.192,convolution_2d_26_linked_:_hard_swish_27,12.086,convolution_2d_26_linked_:_hard_swish_27
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '32', 'Input_channel': 72, 'Output_shape': '14', 'Stride': '2', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '705600'}",22.08,depthwise_convolution_29_linked_:_hard_swish_30,20.339,depthwise_convolution_29_linked_:_hard_swish_30,81.1776,depthwise_convolution_29_linked_:_hard_swish_30,228.027,depthwise_convolution_29_linked_:_hard_swish_30,32.152,depthwise_convolution_29_linked_:_hard_swish_30,20.113,depthwise_convolution_29_linked_:_hard_swish_30
mobilenetv3_small_w3d4,MEAN,"{'Input_shape': '14', 'Input_channel': 72, 'Output_shape': '72', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '14112'}",7.616,mean_31,14.814,mean_31,17.152,mean_31,86.121,mean_31,10.949,mean_31,8.192,mean_31
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 72, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '3456'}",7.2192,fully_connected_32_linked_:_relu_33,10.644,fully_connected_32_linked_:_relu_33,9.408,fully_connected_32_linked_:_relu_33,40.949,fully_connected_32_linked_:_relu_33,10.191,fully_connected_32_linked_:_relu_33,6.395,fully_connected_32_linked_:_relu_33
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 24, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '72', 'Group': '1', 'FLOPS': '3456'}",5.9904,fully_connected_34_linked_:_relu_35_linked_:_mul_36,8.864,fully_connected_34_linked_:_relu_35_linked_:_mul_36,7.8208,fully_connected_34_linked_:_relu_35_linked_:_mul_36,45.633,fully_connected_34_linked_:_relu_35_linked_:_mul_36,9.051,fully_connected_34_linked_:_relu_35_linked_:_mul_36,5.617,fully_connected_34_linked_:_relu_35_linked_:_mul_36
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 72, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '32', 'Group': '1', 'FLOPS': '903168'}",14.4128,convolution_2d_38,16.149,convolution_2d_38,30.8608,convolution_2d_38,69.855,convolution_2d_38,16.519,convolution_2d_38,8.851,convolution_2d_38
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 32, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '184', 'Group': '1', 'FLOPS': '2308096'}",18.56,convolution_2d_39_linked_:_hard_swish_40,18.978,convolution_2d_39_linked_:_hard_swish_40,45.4144,convolution_2d_39_linked_:_hard_swish_40,150.02,convolution_2d_39_linked_:_hard_swish_40,27.793,convolution_2d_39_linked_:_hard_swish_40,10.465,convolution_2d_39_linked_:_hard_swish_40
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 184, 'Output_shape': '14', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '1803200'}",36.1344,depthwise_convolution_42_linked_:_hard_swish_43,36.337,depthwise_convolution_42_linked_:_hard_swish_43,123.7888,depthwise_convolution_42_linked_:_hard_swish_43,475.992,depthwise_convolution_42_linked_:_hard_swish_43,68.387,depthwise_convolution_42_linked_:_hard_swish_43,34.195,depthwise_convolution_42_linked_:_hard_swish_43
mobilenetv3_small_w3d4,MEAN,"{'Input_shape': '14', 'Input_channel': 184, 'Output_shape': '184', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '36064'}",12.9536,mean_44,14.853,mean_44,35.4816,mean_44,124.386,mean_44,15.008,mean_44,11.672,mean_44
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 184, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '48', 'Group': '1', 'FLOPS': '17664'}",12.9664,fully_connected_45_linked_:_relu_46,16.116,fully_connected_45_linked_:_relu_46,16.8704,fully_connected_45_linked_:_relu_46,61.266,fully_connected_45_linked_:_relu_46,12.18,fully_connected_45_linked_:_relu_46,7.86,fully_connected_45_linked_:_relu_46
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 48, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '184', 'Group': '1', 'FLOPS': '17664'}",7.0144,fully_connected_47_linked_:_relu_48_linked_:_mul_49,11.894,fully_connected_47_linked_:_relu_48_linked_:_mul_49,10.0992,fully_connected_47_linked_:_relu_48_linked_:_mul_49,43.816,fully_connected_47_linked_:_relu_48_linked_:_mul_49,9.973,fully_connected_47_linked_:_relu_48_linked_:_mul_49,6.004,fully_connected_47_linked_:_relu_48_linked_:_mul_49
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 184, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '32', 'Group': '1', 'FLOPS': '2308096'}",33.6256,convolution_2d_51_linked_:_add_52,35.997,convolution_2d_51_linked_:_add_52,68.8768,convolution_2d_51_linked_:_add_52,158.465,convolution_2d_51_linked_:_add_52,25.535,convolution_2d_51_linked_:_add_52,15.977,convolution_2d_51_linked_:_add_52
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 32, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '184', 'Group': '1', 'FLOPS': '2308096'}",19.1744,convolution_2d_53_linked_:_hard_swish_54,23.422,convolution_2d_53_linked_:_hard_swish_54,46.0288,convolution_2d_53_linked_:_hard_swish_54,166.289,convolution_2d_53_linked_:_hard_swish_54,27.953,convolution_2d_53_linked_:_hard_swish_54,10.43,convolution_2d_53_linked_:_hard_swish_54
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 184, 'Output_shape': '14', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '1803200'}",36.3904,depthwise_convolution_56_linked_:_hard_swish_57,39.93,depthwise_convolution_56_linked_:_hard_swish_57,123.968,depthwise_convolution_56_linked_:_hard_swish_57,485.152,depthwise_convolution_56_linked_:_hard_swish_57,69.418,depthwise_convolution_56_linked_:_hard_swish_57,34.207,depthwise_convolution_56_linked_:_hard_swish_57
mobilenetv3_small_w3d4,MEAN,"{'Input_shape': '14', 'Input_channel': 184, 'Output_shape': '184', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '36064'}",12.5952,mean_58,17.566,mean_58,32.4608,mean_58,125.621,mean_58,14.797,mean_58,12.43,mean_58
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 184, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '48', 'Group': '1', 'FLOPS': '17664'}",13.7216,fully_connected_59_linked_:_relu_60,19.648,fully_connected_59_linked_:_relu_60,18.24,fully_connected_59_linked_:_relu_60,60.34,fully_connected_59_linked_:_relu_60,12.707,fully_connected_59_linked_:_relu_60,8.316,fully_connected_59_linked_:_relu_60
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 48, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '184', 'Group': '1', 'FLOPS': '17664'}",7.2576,fully_connected_61_linked_:_relu_62_linked_:_mul_63,15.159,fully_connected_61_linked_:_relu_62_linked_:_mul_63,10.1504,fully_connected_61_linked_:_relu_62_linked_:_mul_63,43.945,fully_connected_61_linked_:_relu_62_linked_:_mul_63,10.316,fully_connected_61_linked_:_relu_62_linked_:_mul_63,5.985,fully_connected_61_linked_:_relu_62_linked_:_mul_63
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 184, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '32', 'Group': '1', 'FLOPS': '2308096'}",35.2,convolution_2d_65_linked_:_add_66,42.401,convolution_2d_65_linked_:_add_66,68.736,convolution_2d_65_linked_:_add_66,164.961,convolution_2d_65_linked_:_add_66,26.012,convolution_2d_65_linked_:_add_66,16.996,convolution_2d_65_linked_:_add_66
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 32, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '88', 'Group': '1', 'FLOPS': '1103872'}",14.4384,convolution_2d_67_linked_:_hard_swish_68,18.79,convolution_2d_67_linked_:_hard_swish_68,29.3376,convolution_2d_67_linked_:_hard_swish_68,108.855,convolution_2d_67_linked_:_hard_swish_68,20.426,convolution_2d_67_linked_:_hard_swish_68,8.457,convolution_2d_67_linked_:_hard_swish_68
mobilenetv3_small_w3d4,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 88, 'Output_shape': '14', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '862400'}",20.288,depthwise_convolution_70_linked_:_hard_swish_71,23.811,depthwise_convolution_70_linked_:_hard_swish_71,63.3856,depthwise_convolution_70_linked_:_hard_swish_71,242.59,depthwise_convolution_70_linked_:_hard_swish_71,39.324,depthwise_convolution_70_linked_:_hard_swish_71,18.981,depthwise_convolution_70_linked_:_hard_swish_71
mobilenetv3_small_w3d4,MEAN,"{'Input_shape': '14', 'Input_channel': 88, 'Output_shape': '88', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '17248'}",8.8704,mean_72,16.625,mean_72,18.7776,mean_72,91.117,mean_72,12.383,mean_72,8.398,mean_72
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 88, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '24', 'Group': '1', 'FLOPS': '4224'}",8.4992,fully_connected_73_linked_:_relu_74,16.04,fully_connected_73_linked_:_relu_74,9.9072,fully_connected_73_linked_:_relu_74,47.641,fully_connected_73_linked_:_relu_74,10.961,fully_connected_73_linked_:_relu_74,7.437,fully_connected_73_linked_:_relu_74
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '1', 'Input_channel': 24, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '88', 'Group': '1', 'FLOPS': '4224'}",7.36,fully_connected_75_linked_:_relu_76_linked_:_mul_77,12.047,fully_connected_75_linked_:_relu_76_linked_:_mul_77,9.6128,fully_connected_75_linked_:_relu_76_linked_:_mul_77,50.602,fully_connected_75_linked_:_relu_76_linked_:_mul_77,9.965,fully_connected_75_linked_:_relu_76_linked_:_mul_77,6.223,fully_connected_75_linked_:_relu_76_linked_:_mul_77
mobilenetv3_small_w3d4,CONV_2D,"{'Input_shape': '14', 'Input_channel': 88, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '1379840'}",19.7376,convolution_2d_79,23.406,convolution_2d_79,33.4592,convolution_2d_79,105.293,convolution_2d_79,20.711,convolution_2d_79,11.969,convolution_2d_79
