model,flops,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,onefusion|1large|float|mean,onefusion|1large|float|std,onefusion|2large|float|mean,onefusion|2large|float|std,onefusion|1small|float|mean,onefusion|1small|float|std,onefusion|2small|float|mean,onefusion|2small|float|std,onefusion|3small|float|mean,onefusion|3small|float|std,onefusion|4small|float|mean,onefusion|4small|float|std,onefusion|gpu|float|mean,onefusion|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,onefusion|1large|quant|mean,onefusion|1large|quant|std,onefusion|2large|quant|mean,onefusion|2large|quant|std,onefusion|1small|quant|mean,onefusion|1small|quant|std,onefusion|2small|quant|mean,onefusion|2small|quant|std,onefusion|3small|quant|mean,onefusion|3small|quant|std,onefusion|4small|quant|mean,onefusion|4small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
preresnet16,3168201776,27927508,96953.24,133.1033523244249,116136.4,425.8759443781722,63224.56,716.0500027232736,43534.36,235.6514171398084,56684.2,108.709153248473,593876.9411764706,3808.660756912549,308111.8,2638.479092204446,192920.56,4390.087179817731,155203.24,3322.428633153766,37981.0,249.2162241909624,81492.4,3787.902997702026,48850.24,139.9306342442569,218073.64,172.6411028695078,120139.8,181.5825982851881,56677.44,1660.951825430226,989671.4545454546,64399.52286859336,470419.3181818182,39324.62181912169,258311.44,13741.30806606125,234876.4,13801.07999252233,56227.76,370.3470502110149,231821.36,321.7836391117485,127281.16,192.3718648867344,822808.6153846154,13773.56053368728,360392.08,3124.053391605207,227484.72,2925.038427371511,180454.0,1687.964478299232,116090.32,165.6232061034926,597702.2352941176,1050.82586733493,317841.0,1185.061956186258,230487.28,562.008008483865,190281.4,356.3973063871275,663402.8125,677.5217910471589,346896.48,995.2701390074958,250661.8,420.6533965154686,206877.12,698.1075172206642,79870.1,2085.31,48867.4,2099.78,63572.9,121.471,38082.1,1601.07,310253.0,2583.66,166694.0,4607.49,117337.0,4206.13,103428.0,14498.8,10150.310423,7.434914018325752,175906.08,49.08598170557456,206613.76,164.2995508210537,104106.8,60.46817344686376,69916.28,26.3735018531859,96518.0,27.77768888874667,403034.2,261.8446867897075,205419.88,293.7559967047481,139064.0,527.4272651276193,105847.12,639.0874944794335,108297.72,192.1935524412825,57521.72,52.25898583019001,219091.28,140.5194705370042,111087.12,101.5221433973889,57440.96,247.901348120578,454732.4545454545,3098.00706800169,228724.2,986.8068098670581,153637.2,963.9763482575701,112782.4,1451.888287713624,233881.56,166.5348203830058,118893.68,138.7117067878555,470208.0909090909,5641.896827301733,242437.84,1700.574177858761,163441.52,486.5979958857208,125082.24,487.891486295877,350234.4,312.2306839501845,181315.32,218.0215989300143,124028.76,148.7895910337816,95149.04,192.282808383901,442745.5217391304,264.7904617954449,227637.52,261.5256958694499,155584.0,189.0022222091582,119813.52,643.7393335815359,92638.0,890.185,51851.6,1413.7,72188.1,136.834,39513.0,90.7579,357556.0,3797.44,184150.0,2913.74,133669.0,7894.31,98892.8,4567.1
preresnet18,3630673968,46822304,110325.24,409.1192764952539,131468.8,228.9710898781765,71932.28,426.8746438944342,49755.12,221.6218978350289,65105.32,117.3346393866705,764997.5714285715,4943.168196240801,388642.28,4375.576108537023,227779.8,4612.419339132122,183264.32,2544.048831606815,44547.40000000002,374.6996151585961,91179.8,1357.818426741956,58208.6,142.6595948403051,247614.28,226.6651309751899,136692.08,190.9661582584726,63916.8,1046.096515623678,1231058.888888889,107462.2068392671,534765.052631579,37382.59553022205,314757.84,7855.461527777982,320339.96,36177.71415275431,66262.0,370.1929961520071,263340.84,172.9214110513791,145346.96,173.9058319896144,1026657.3,19453.28628304226,419972.9166666667,4093.766510568911,260952.4,2222.248896951015,214527.92,2208.43024648731,135181.72,500.7914536011971,703857.6666666666,1439.239367011463,356054.44,1244.263125870087,265381.8,458.7541389459064,214705.16,772.1374841309027,766691.5,651.5342058776127,389677.36,1156.874371053314,287033.28,867.8281175440214,230642.0,832.5566407158134,90048.9,1468.1,55905.5,223.244,72731.6,107.165,45334.3,1956.66,354947.0,5034.81,188143.0,2801.23,131624.0,3068.18,110026.0,3783.09,11495.441662,6.430919712509541,200433.48,56.90843171270844,235384.72,157.8826196894389,118881.36,26.72359257285592,79693.48,33.7201660731379,110085.04,46.96252122703805,455584.4090909091,439.677222422717,231608.32,261.6091313391029,156621.08,223.37482758807,120207.96,1793.884756164676,123100.72,52.91012757497378,65207.96,823.298511112464,250992.6,207.1870652333297,127319.76,306.7052369947406,65587.2,876.8736739120408,599077.4117647059,8660.621238815062,295624.4,2014.947264818611,191002.12,5744.382099547348,134087.4,5059.094005847292,267961.0,189.4600749498427,136066.0,154.9250141197347,538812.0,4125.256559804557,274984.68,1482.672606343019,184791.04,919.8356583651233,141675.36,1317.878351897473,395796.92,453.1201977400698,204608.52,327.4603023268622,140079.8,160.2328305934836,106904.0,181.2037527205218,501048.6,387.2872835505963,257604.6,213.3622272099727,175841.8,242.2085052181282,135141.24,300.5006861889004,105222.0,1151.93,59352.0,1382.37,82471.8,114.955,45076.5,148.774,407482.0,3775.48,209745.0,4550.78,142985.0,4548.38,112785.0,4422.61
preresnet18_w3d4,2251473712,33961373,68038.16,158.2430232269341,81534.04,394.7716788220756,43529.12,401.9694834188287,29808.12,117.5980680113411,39404.44,118.0796612461265,466789.8181818182,2734.442965318259,225690.72,2866.74953939126,143900.8,1891.774806894309,114967.04,918.6102320353285,28522.96,53.35097374931408,56476.72,921.6377388106457,35058.56,89.66028329199055,154204.92,174.3247360531488,82395.48,371.4907395884856,41311.36,1235.327483058642,763921.8571428572,76572.07881546934,345827.8,9342.06127575708,209110.52,7572.041664544642,179004.76,9892.563701205061,44138.75999999998,459.4562595068218,165067.0,164.5400863011807,89319.16,130.342527211958,619267.5882352941,10372.0756278794,259268.12,2684.484089280471,164942.96,1850.794542460075,136152.76,905.4340077553969,85632.60000000002,161.0563926083035,430154.7916666667,702.5195121351119,217438.12,602.2607621288306,169822.48,431.9629724872261,138932.44,325.009178947303,470740.1818181818,734.9025684565042,240182.08,344.7822408419552,184635.04,407.2927674290326,151347.2,594.3005973411098,56904.5,1526.6,36011.5,337.485,46340.3,66.0849,26915.8,80.5057,225023.0,2300.33,125081.0,3876.31,86288.3,1061.44,71785.7,493.345,7958.862504999997,7.610265246231109,135096.12,54.81993797880475,158489.92,203.2464356391029,80729.96,63.82380747025361,55666.96,38.46294840492601,75365.96,35.7429489550037,319142.2,366.9311652067728,165735.28,282.0363834685164,117309.92,748.7572060421188,90378.2,962.6217117850605,83871.08,97.5479041292021,45586.36,193.5892311054517,166811.12,162.4335728844256,86108.08,226.5441096122342,45470.52,652.8660579322529,388255.04,24722.70015266132,204212.2,5893.924295407941,138194.96,6452.988960040146,104542.56,7145.19122811979,178954.12,335.7269509586623,92263.76,128.8081612321207,371561.84,5036.407447218701,197497.96,1341.923916770247,138202.16,607.5726577126394,107063.08,482.9766801823873,276791.76,349.9699735691621,146991.36,225.6957031048664,102986.36,217.9251027302729,80484.16,187.6059018261419,348146.56,284.4253265797545,183472.12,528.8072102382872,128175.96,229.7752780435702,100824.2,365.123431184579,71852.8,828.841,41488.2,1242.43,54685.3,99.7123,30400.7,135.561,272542.0,3627.73,140392.0,2583.66,96727.6,3163.11,77514.4,4353.68
preresnet18_wd2,1212667440,23270202,39520.48,86.36208427313458,47491.24,507.1201262028554,25912.12,90.87455969631985,18916.72,76.2928672943939,23680.84,89.87532698132453,271875.36,2483.277719144598,128991.36,1247.300537320497,82961.84,393.2096316216072,69709.4,914.5712875440602,16400.84,36.05648901376838,31564.28,1044.266077970552,20099.68,50.55113846393571,88923.12,141.8803213980008,48534.04,114.2406162448365,25503.48,456.7635817356721,470385.3181818182,49131.23108424321,202627.84,8488.32590646707,121132.48,1760.493433557763,100549.64,7284.971840055389,25797.64000000001,304.0920229141173,95072.6,166.9620316119806,52570.6,127.2028301571942,352179.68,5421.257800326414,151205.52,2214.26874827786,98890.88,1633.307008985145,83531.6,882.6397679687902,48024.44,58.8372127144038,243745.96,499.8148841321154,125105.84,618.5875963838913,101271.56,264.1652634242436,84280.92,349.6594823539039,269418.92,351.923846307692,138911.88,909.1006685730684,109913.92,358.7978729033939,92482.32,646.4217026059691,32134.7,93.1193,21196.6,221.455,26274.2,39.2117,16085.7,98.4094,127678.0,1604.62,70510.7,2133.37,51935.7,2720.35,45044.7,3235.21,5123.497928999998,4.587235813653652,74515.04,42.1544588388939,87450.24,39.37337171236418,44522.88,27.95756784843774,30229.12,34.07441268752846,41709.48,31.90124762450522,176606.8,174.8761847708258,91822.72,197.1043419105728,63107.32,156.2202854945541,49446.36,2858.311108049647,45654.72,71.67399528420331,24810.6,40.23729613182277,92140.04,138.5665125490282,47348.16,76.03350840254579,25098.32,338.3030262944746,231860.84,2479.660294153213,114768.6,1415.549052488115,205367.84,90948.24515676155,54990.88,4313.619160936672,98534.04,133.679461399274,51073.04,153.7464093889675,210822.72,1513.667480525363,107937.72,1202.580376357439,74932.32,616.8643753694972,58579.16,493.2379287929913,154322.64,352.9472345833014,81748.2,201.5791655900976,56950.32,222.1795166076297,44304.76,191.4104030610667,193914.32,303.8936287584851,102357.68,249.9263443496904,71434.32,754.8672317699318,55834.84,577.1819595240308,39300.3,472.116,23925.9,1134.98,30432.4,126.364,17443.7,80.2145,149302.0,3202.45,79817.2,2288.84,55786.9,2138.97,44597.2,2282.8
preresnet18_wd4,539945264,15798586,18707.28,56.83345493633129,21880.64,60.63456440018349,12810.24,62.01759750264436,9586.76,76.36348865786582,11706.92,65.51880340787673,150851.24,2701.720137690061,69403.52,952.6149324884635,44129.6,591.1955344892245,40143.52,848.5511473093417,8221.16,32.23662513353406,14879.36,39.76016096546893,10327.04,42.98044206380386,40935.08,86.54983304432193,23447.32,85.58117550022318,12757.64,600.5751163676364,231724.12,12602.93143461473,103881.76,1310.467650268407,64499.28,3448.49359019268,53223.88,758.0715702359507,12790.32,244.572462881658,44306.92,116.9707382211466,25811.84,95.56471315292063,190953.92,3185.104945460981,76925.64,657.443648079438,50806.0,1009.102611234358,42519.44,607.6784070542576,23086.16000000001,140.4474791514608,124381.48,306.9363608307103,62700.44,303.9303972951702,52947.96,279.8330187808436,45126.36,262.9075700697871,135305.6,260.3850994200705,68958.0,436.2675325989776,57432.92,232.5037496471831,48907.48,444.3795782886518,16041.1,1659.5,11537.1,65.2234,12554.7,29.4416,8115.1,16.8312,60098.1,1460.8,35064.8,279.518,27872.9,2638.05,23626.2,508.415,2458.639547,2.714407146017404,40167.56,40.81870159620465,47507.92,37.51364551733142,24523.36,40.42858394749932,17225.04,45.54424661798678,22811.24,48.16162787946437,102542.72,238.627495481975,54254.08,216.7870697251107,38096.24,93.33607234076223,30110.08,76.97891659409089,25171.84,50.18659581999959,14053.2,182.5155335855006,48503.76,69.20883180635258,25570.8,61.2222181891509,13991.72,43.78449040470838,142272.44,2003.087837914254,63946.64,2238.621001956338,43916.44,1724.422548681152,35249.28,7294.659742688484,52112.48,152.4669459259941,27371.0,180.1503816260182,121203.44,1445.239414906748,63946.04,448.2638044723219,44871.44,565.2346118206138,36070.6,309.5299662391349,87443.44,291.344892524307,47078.96,192.8565228349822,33355.84,157.365988701498,26364.76,148.7925482005063,110077.52,323.1044561747794,58765.32,179.8959076799692,41605.28,189.4135201087821,33056.52,203.8521267978335,22018.2,250.838,14481.5,1120.58,16248.9,64.7459,9716.72,59.7257,79598.9,2488.8,44077.8,2192.79,33552.6,2575.06,25606.5,407.919
preresnetbc14b,2944690224,40308483,113758.32,359.2648850082624,132528.84,468.390237302188,75870.36,159.3762541911435,53299.44,231.3622406530504,69303.68,162.1709517762044,812810.6923076923,12387.80964301112,408787.88,5242.097987027713,263234.52,4377.940960040462,189518.36,2541.014142109406,28964.07999999999,170.3346635303572,89749.64,1415.499427905218,55307.56,198.4522269968266,243904.92,284.5511440848552,143870.6,250.5956104962735,69620.76,1422.190768638301,1298400.0,50292.20068758177,570459.7777777778,14215.72417178932,338426.76,3264.911261029923,312219.44,9795.001987054418,,,260454.24,483.5401352524938,149945.32,459.8603892487371,1445731.428571429,19134.32549751618,678178.2666666667,7879.176949120737,388429.24,11313.0990034738,292866.92,7550.03969748504,89970.11999999998,948.2279084692667,988928.8181818182,3238.591046572899,513307.3,3901.773751769828,370092.4,1655.243039556427,294479.4,2156.279128498906,1058156.0,2234.310631939973,553423.6842105263,3675.763108062433,395673.08,2531.490215979513,327084.32,1702.566691087313,90041.2,1659.74,60733.5,1768.41,65143.1,125.921,39315.3,1197.1,337298.0,3230.78,184716.0,3365.99,130988.0,3804.36,114692.0,4164.51,9334.008318,3.488811098264297,185835.68,59.35433935273814,218841.24,99.78628362655861,110244.76,87.71056036760909,73925.16,46.63790732869561,102929.16,44.08508137681045,443496.7391304348,591.2337297984764,225683.0,242.6670146517652,152393.72,311.9453182851123,115046.52,266.9593407243882,112480.0,52.64294824570524,60174.04,57.23179535887373,226504.48,173.4105233254314,115357.12,57.15335160775788,61666.16,192.4242562672388,527837.052631579,5008.393065893797,258823.48,1906.859095371234,171954.2,5378.265556850089,126837.2,5835.94762827769,242294.52,153.3169579661689,123620.32,192.2418726500551,527615.2631578947,5338.294058691757,270951.68,1587.596314432608,179441.8,749.5079452547518,138314.88,942.6015624854438,385883.28,690.0039141917964,199464.72,411.5627310629571,136525.88,179.1284053409732,104485.64,227.8597603790542,485021.8571428572,984.665100703898,250372.16,293.0240508900251,170565.32,231.9958137553348,131326.92,699.9845666870092,102040.0,1504.51,58510.8,2071.47,75043.3,117.955,41092.6,64.2539,378963.0,3154.35,193212.0,3197.69,132931.0,5116.89,107027.0,4474.97
preresnetbc26b,4694628400,64100062,172609.28,397.2290543250833,201904.16,789.266073260469,115433.6,189.6027425961977,80768.72,253.790704321494,105269.56,126.4496990901916,1242985.555555556,8352.839984249018,630901.3125,9415.634834669607,392536.04,4749.654256722272,293581.64,2867.300819656005,47214.96000000001,620.0604486660958,139517.08,2173.744123304305,85091.08,168.589423155784,376477.76,503.1435803028793,220840.68,345.6113100001214,107445.88,1468.760574634273,1964758.333333333,40929.98306729297,895249.5,33052.86007165896,529749.7894736842,7965.476419352305,481151.8095238095,28650.55058827558,,,402734.96,752.8268581818796,230573.64,696.8681298495433,2246670.0,16964.32374131076,1032904.0,9215.292941626978,613555.7647058824,14001.83252514769,454927.5652173913,5686.144302456225,144847.0,2326.575010611091,1512410.0,1573.476587505696,785456.3846153846,3434.291205305723,564393.1666666666,2823.260590365528,452312.5217391304,2228.992419468749,1620860.0,9656.055095120368,840899.1666666666,19533.17426343081,599649.8235294118,2699.63152682414,491499.7619047619,3021.86084115577,137035.0,1672.96,93408.1,1785.44,101471.0,119.252,66248.1,2737.89,520811.0,5893.75,290104.0,6384.43,205415.0,5478.03,177742.0,5352.97,13795.539575,178.5395746496487,299014.08,68.0405290984719,350884.8,184.8655727819542,177400.28,67.973241794106,118731.04,45.01775649674248,166081.92,45.11223337410818,706803.4,377.7160838513499,359800.0,291.2432660165725,242426.8,321.7979490301329,183752.68,393.1193935689258,179028.56,109.8522935582139,96029.92,492.8649242946794,361939.44,224.7142327490629,184040.24,124.4338474853205,98849.4,926.7346114179614,849481.5,7038.812950348944,427315.375,4378.146400138039,283944.0,3274.791352132224,212128.8,10325.04645219575,386642.2,166.9014080228205,197777.92,233.5421024141043,834718.0,9351.461864329021,429148.2916666667,1728.695714480686,288344.44,1558.614386690948,221091.96,1636.332496285519,614509.4705882353,364.886463832093,317096.6,294.5640847082346,217172.8,203.6166987258167,166511.96,224.6865336418718,770889.8461538461,552.2552149914087,399332.8,5261.112635175187,271685.2,365.1869658134036,209373.96,735.7037164511269,166743.0,1759.54,93862.8,2211.51,120625.0,359.254,66020.4,126.461,598517.0,3950.2,307704.0,3861.76,213743.0,5746.37,167727.0,6228.84
proxylessnas_cpu,882397936,17343247,66916.72,200.6526391553323,82906.16,258.6451901737204,45732.32,215.3699551933834,37291.88,115.6433551917273,43363.44,185.8184231985623,342846.84,992.7788748759716,167898.4,1198.563873975851,123896.32,1049.139636845353,101075.0,7936.256271063832,9230.96,46.16294617980962,53600.16,208.7399683817165,34129.04,178.5050094535165,133217.8,133.953424741587,77084.32,246.8558640178515,48602.68,1016.063254723839,542696.7894736842,13250.43823934235,269571.64,6867.422106613223,173936.56,2058.335795345356,171737.88,31508.17055472437,15878.2,258.5199412037687,142541.12,564.7690019822263,82641.52,289.8921344224434,559877.3333333334,12065.11724858993,272623.36,3569.608503799821,187278.52,3050.89250049883,142020.56,1734.342113425145,27821.04000000001,126.8678052147195,723670.1428571428,2677.55482422577,400673.68,869.920857089885,342269.12,1023.233475605641,268077.24,2504.816101513243,773424.8461538461,1833.73858744931,426456.5416666667,1294.686640953667,361252.12,972.5760153324777,289005.12,2615.600326043717,46333.4,1284.81,36302.4,711.748,32468.2,15.3023,21917.7,118.75,159037.0,2095.97,102527.0,2153.94,82374.4,2558.04,72751.0,3026.53,5557.643759999997,142.1216954474961,52545.8,84.54253367388512,61126.6,78.96277604035967,31517.24,28.95137993256971,21371.04,42.39290506676796,29157.04,36.34554167982643,124913.08,988.4314410215813,67475.0,181.3767350020393,46020.8,72.9898623097756,35154.76,86.62068113331827,32617.56,51.76027820636207,17887.64,203.7111445159543,67848.52,87.49908342377078,35896.24,71.25238522323305,20704.12,58.73555652243367,145411.2,1194.766219810386,82104.48,673.0727818000072,53120.4,1322.00408471381,42163.88,2478.215201632013,71955.32,78.91500237597411,38215.4,136.7751439407029,165255.56,2178.151621536022,91668.04,1082.431761544348,61482.16,1085.124276016346,47779.04,522.6783699370005,116947.68,206.7552601507396,65227.16,277.8315576028037,45904.8,147.3667533740226,36048.44,160.4214648979369,144060.48,248.095807300325,79698.6,235.3234369968278,55761.56,164.582400031109,43766.72,255.6307524536122,27869.0,665.208,19330.3,607.744,22600.5,143.873,13711.6,79.8538,112929.0,3894.19,61535.6,2178.19,44349.3,2134.52,36352.9,2287.42
proxylessnas_gpu,934281648,28324665,72706.92,123.4630049852991,85650.76,341.1275749627989,46743.12,65.04971637140318,36465.48,136.7348148790205,44126.4,80.03649167723432,403172.52,2249.105033029805,204445.12,939.8003328367149,143812.92,1882.666405287989,110427.4,1352.735805691562,10914.92,25.56885605575658,62360.88,905.1823383164301,38514.64,115.8895612210177,139210.88,154.4661309154858,76451.28,118.8069088900136,47074.72,1074.758261936144,636502.625,25269.74137401044,336112.8,12435.93609825975,221376.0,7044.892833819405,158780.36,4653.723454439467,17513.24,347.2585526664534,152904.56,498.4146932023573,84096.8,197.8779421764841,641819.3125,9917.498907982988,288659.96,3974.624374503835,200029.8,2650.672880609752,152580.8,1424.691601715964,31360.79999999999,61.95916074318632,646793.125,2743.019478489899,348482.28,2062.241625416382,270265.76,1077.702047135478,217994.32,1086.815815858419,706164.9333333333,755.9361054715905,383973.92,698.1997376109504,295837.12,1450.063869489893,240201.4,6170.746470241667,63358.5,1914.38,39701.4,767.923,40719.0,96.0385,24886.6,40.7583,195806.0,3354.73,113851.0,3141.04,85700.8,3517.46,73877.8,3400.27,6141.970852000001,33.3958411585815,90131.0,112.6364061926693,104893.0,149.9677298621273,54595.92,70.25719607271557,36974.48,70.508507288128,51030.0,55.95212239048667,281687.24,321.6484142662606,144578.48,715.1662810843363,97345.92,205.4760170920198,74046.08,754.5988560818257,56602.2,61.70704984035454,30376.32,676.4035316288642,117506.84,104.7842278207937,61152.76,69.03464637412145,35322.76,129.8951207705663,368630.52,10642.12190540965,185037.44,1826.626706910857,117378.92,14421.55292864121,90450.6,4012.962855547009,129992.12,375.8908692692602,66261.56,56.45393166113411,371623.44,7208.842315268103,179566.24,2919.642392896774,117706.4,552.1224501865506,88689.6,529.1686309674827,309070.96,654.9483326186884,163039.16,333.9763680262423,111080.6,256.6876701362962,85289.48,338.5884959652351,377616.8,494.0819365247023,199093.76,268.6118806009891,137988.64,256.2988692913022,103731.64,360.5059644444181,47949.4,439.64,27019.7,386.719,38946.5,64.7698,21917.2,80.4398,191833.0,2428.65,100250.0,2540.54,70150.7,2659.74,56986.0,3437.38
proxylessnas_mobile,644065456,16221412,56263.36,140.4771525907327,69343.48,303.3058021205661,36289.48,107.8065378351424,28418.6,129.5166398575874,33459.72,107.6871468653525,291105.44,2781.655752676812,149725.68,898.0374923130993,107234.32,939.2912102218353,84751.28,617.0020758473994,8415.96,38.70400496072725,48739.52,74.73693598215009,30988.8,74.2498484846939,108915.84,166.5200720634002,59962.92,191.9030838730842,38804.8,463.5171625732967,423804.9166666667,20413.34219311124,219165.72,3864.335881053819,159550.52,5886.914900828786,116994.76,6057.966228232046,13958.32,358.6234794321197,119319.36,227.2179359117585,66283.92,143.410995394356,424106.9166666667,8912.638530558103,207318.76,4434.764185658579,148752.68,1620.872326125658,119143.16,846.9753092032848,23896.96000000001,129.8560680137821,434319.0416666667,3844.156360407819,243124.6,902.0115742051207,205928.8,822.6695569911409,169910.04,844.9890167333537,486300.0,2427.936121384541,271476.76,859.9812221205763,225006.8,669.0129445683394,187006.12,999.5868874690184,48776.5,2087.98,32502.5,777.679,32707.6,36.5656,21258.0,85.6119,149933.0,2421.97,91758.6,3133.14,69770.0,2840.1,62381.4,2776.08,4413.291662999998,32.19761762368189,86940.92,153.8575756990861,100595.52,172.7819712817283,63174.2,92.90812666284904,50606.2,160.1624175641714,58273.8,92.85903294779673,296000.88,1538.979826248544,191703.44,429.3572014069404,155909.32,748.7296825957951,138072.48,666.8565135019677,62893.56,142.6119433988612,43684.32,490.9553723099484,119759.24,299.4797195136926,78945.68,273.7747570540425,56049.72,2239.104223032059,395728.8,14212.18863370452,237140.28,6311.243601826823,193980.6,10064.8027621012,198891.56,7822.239449569413,139958.44,1853.837513483854,92037.2,608.4026955890316,402644.32,7291.845520689533,258879.76,3125.195063096062,212188.36,3617.284980534434,188101.64,3115.458577866186,327632.08,1012.797864136768,219043.72,439.8189191019413,180342.48,337.0738933824451,158916.84,499.347148184507,394918.04,682.3086386672824,257969.24,375.5325051177327,211070.36,290.280950804561,186167.24,380.4635362291635,36596.2,928.417,23444.4,1164.62,29449.7,62.0843,17489.8,65.6922,144644.0,1845.13,77603.4,1807.25,55208.3,1875.75,45748.0,2522.89
proxylessnas_mobile14,1166230032,27278578,84506.24,193.5122280374034,103552.56,551.5059441202787,55388.84,175.9951544787526,41602.24,115.5090576535018,50881.0,111.484528074527,479727.0952380953,2159.908924551745,238167.88,882.3666503217356,166615.96,706.9052824813236,130921.68,1928.57206699672,13150.6,60.60568950189413,76333.12,1267.314304188191,47334.12,100.5350963594306,166703.6,232.5249233953212,90454.6,232.5581217674412,55307.96,1752.309435687658,709072.9333333333,17875.6827728497,374341.88,5439.904898580488,253576.24,9084.939996631789,211139.76,13932.5849181837,,,182586.84,379.4761315287168,100783.8,355.8800921658867,748100.5,9152.889612029634,346704.28,4569.989159899616,236019.2,3385.533305108665,184263.84,1190.458791558952,38869.56000000002,93.51454218462496,677451.2666666667,1360.461807214333,387307.28,1171.412874096917,303423.48,783.0987227674426,257839.76,930.8050829255285,755062.6428571428,1110.949697147372,428244.875,1069.430195341582,331367.44,740.4545133902554,282424.32,1177.124826685768,72366.4,1540.8,46611.3,365.249,49699.8,90.2062,30767.7,78.7274,236633.0,4450.72,140671.0,3594.31,103494.0,2796.96,90590.6,3378.32,7093.122868000002,65.74419790586032,114228.04,147.0786129931881,132009.84,201.6255301294952,73999.48,91.10570563910912,53999.76,74.3426015148784,67898.84,100.4488646028416,359931.48,465.941809242313,203121.32,330.4583144664392,148791.36,358.6014924676137,121983.2,772.7114856141327,75301.4,70.38124750244202,44914.0,339.3177861533345,150954.76,181.080596420489,86381.36,143.1200558971383,52094.16,624.828980121761,469456.3181818182,11933.87057681685,251293.96,1547.372495037959,193895.28,3861.712682424729,154136.12,7238.022880980689,169204.4,2347.419826106954,98724.56,2047.716856989755,484266.2380952381,8837.06493994666,265688.76,2324.06074412869,192751.68,1759.835940535367,157401.32,969.7169368429119,395177.4,1310.861304639053,237339.72,450.8696947012518,172332.04,289.4335820183968,141808.64,318.4625415963391,485483.4285714286,919.3833632970976,282150.56,286.6078966113809,205949.4,392.3050853608706,225131.8,98715.5913298401,56052.1,337.44,33584.8,1604.11,45617.1,202.363,26010.6,84.4777,225316.0,2359.43,118530.0,2619.09,85218.9,3875.15,67633.1,3316.15
