model,FLOPS,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,mi8se|1large|float|mean,mi8se|1large|float|std,mi8se|2large|float|mean,mi8se|2large|float|std,mi8se|1small|float|mean,mi8se|1small|float|std,mi8se|2small|float|mean,mi8se|2small|float|std,mi8se|3small|float|mean,mi8se|3small|float|std,mi8se|4small|float|mean,mi8se|4small|float|std,mi8se|5small|float|mean,mi8se|5small|float|std,mi8se|6small|float|mean,mi8se|6small|float|std,mi8se|gpu|float|mean,mi8se|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,a03s|gpu|float|mean,a03s|gpu|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphone7|gpu|float|mean,iphone7|gpu|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,mi8se|1large|quant|mean,mi8se|1large|quant|std,mi8se|2large|quant|mean,mi8se|2large|quant|std,mi8se|1small|quant|mean,mi8se|1small|quant|std,mi8se|2small|quant|mean,mi8se|2small|quant|std,mi8se|3small|quant|mean,mi8se|3small|quant|std,mi8se|4small|quant|mean,mi8se|4small|quant|std,mi8se|5small|quant|mean,mi8se|5small|quant|std,mi8se|6small|quant|mean,mi8se|6small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
regnety008,1596555360,24970152,170736.0,138.0,209622.0,628.0,189656.0,343.0,185246.0,2124.0,189654.0,405.0,1134470.0,6332.0,1061930.0,2986.0,1036340.0,4646.0,1038380.0,19965.0,10840.4,165.0,162668.0,2218.0,163419.0,248.0,315420.0,307.0,278532.0,4247.0,178952.0,2878.0,1143680.0,4355.0,1035600.0,3166.0,1022280.0,8246.0,1224690.0,43500.0,13186.2,1017.0,348362.0,2584.0,298904.0,3055.0,1310230.0,5272.0,1204350.0,3622.0,1170200.0,5190.0,1187950.0,9520.0,1200490.0,11761.0,1208970.0,16176.0,31645.2,101.0,1029940.0,694.0,941034.0,623.0,902915.0,811.0,887192.0,4299.0,1280560.0,973.0,1163940.0,606.0,1122530.0,452.0,1100470.0,681.0,75375.9,1012.0,201594.0,4152,192414.0,1402,10899.6,166,147850.0,137,137926.0,128,560112.0,3099,501291.0,3676,479113.0,2026,474723.0,5249,4885.23,75,135751.0,565.0,161065.0,262.0,157078.0,773.0,154851.0,411.0,133007.0,469.0,555526.0,2155.0,535899.0,1800.0,531822.0,3048.0,530174.0,12913.0,113775.0,991.0,113834.0,732.0,284255.0,301.0,267094.0,74.0,128191.0,1183.0,535894.0,1460.0,513099.0,1623.0,511126.0,2915.0,536590.0,16130.0,316640.0,189.0,290390.0,560.0,709765.0,1265.0,639775.0,4477.0,623911.0,6735.0,630732.0,8295.0,650252.0,7475.0,663931.0,12479.0,551991.0,1470.0,496031.0,742.0,476246.0,361.0,468839.0,217.0,700914.0,209.0,629272.0,453.0,606967.0,3041.0,592635.0,383.0,165596.0,468,157856.0,506,124483.0,307,116712.0,156,480497.0,1847,432451.0,872,418818.0,1813,410135.0,1917
regnety016,3228351222,44666480,422313.0,261.0,513162.0,1318.0,476565.0,4064.0,464710.0,1260.0,397949.0,460.0,2820640.0,4168.0,2693310.0,6239.0,2661580.0,6235.0,2658040.0,15825.0,21630.7,180.0,423469.0,2531.0,423889.0,489.0,749655.0,238.0,682642.0,374.0,443137.0,12129.0,2820330.0,4596.0,2647910.0,3512.0,2633420.0,7227.0,3039690.0,31913.0,25615.3,1478.0,825960.0,1657.0,739750.0,2141.0,3128410.0,4840.0,2950920.0,7951.0,2903810.0,10788.0,2918090.0,10856.0,2953880.0,12961.0,2975810.0,12835.0,63762.4,102.0,2478220.0,1966.0,2308320.0,1636.0,2241630.0,1813.0,2210430.0,1693.0,3097320.0,1046.0,2887150.0,928.0,2809280.0,1012.0,2775830.0,1833.0,150298.0,638.0,557284.0,3895,542406.0,2537,20623.4,308,419518.0,262,402179.0,233,1405620.0,2521,1300070.0,3423,1268540.0,4553,1252180.0,5693,9171.65,54,334870.0,1157.0,396710.0,476.0,390524.0,1791.0,387700.0,935.0,391961.0,653.0,1334460.0,1635.0,1305270.0,2720.0,1293410.0,8664.0,1298480.0,17157.0,281302.0,2425.0,290288.0,127.0,710890.0,1694.0,689038.0,2342.0,319773.0,7380.0,1265750.0,1490.0,1226290.0,1988.0,1230420.0,4458.0,1275290.0,14326.0,790285.0,1275.0,746459.0,516.0,1629620.0,2221.0,1497400.0,3780.0,1462710.0,4677.0,1492170.0,10007.0,1529430.0,12765.0,1544980.0,16153.0,1374310.0,329.0,1275810.0,666.0,1243270.0,533.0,1226040.0,452.0,1748430.0,587.0,1625790.0,536.0,1582150.0,356.0,1562140.0,310.0,407215.0,1814,395344.0,952,301776.0,503,288632.0,470,1155550.0,3199,1072810.0,2615,1049600.0,3168,1034460.0,4495
resnet10,1780291048,21674984,61086.5,212.0,70191.9,55.0,40328.1,133.0,31377.3,71.0,37249.0,75.0,257395.0,807.0,133896.0,457.0,93501.1,184.0,73444.9,304.0,10743.2,378.0,48269.0,82.0,31934.8,105.0,126778.0,72.0,69823.9,230.0,36283.0,1047.0,309689.0,13347.0,157005.0,7100.0,134466.0,14157.0,122044.0,7535.0,13310.0,1621.0,136462.0,151.0,78242.9,4096.0,337854.0,4154.0,168915.0,1157.0,118877.0,1363.0,95671.5,724.0,81780.8,329.0,82626.6,13381.0,27519.6,175.0,366794.0,961.0,231281.0,910.0,166943.0,1315.0,140118.0,781.0,405049.0,477.0,256198.0,1037.0,184036.0,1453.0,154664.0,926.0,57437.8,550.0,47732.6,527,27950.2,759,8900.41,189,38095.9,81,24121.7,1123,196289.0,3127,103864.0,2343,73397.4,1004,59180.1,2769,3889.37,85,16612.6,80.0,19660.7,160.0,11294.8,59.0,8752.62,31.0,10713.2,43.0,68302.3,554.0,39083.8,348.0,28488.8,147.0,24959.2,2097.0,16162.3,113.0,10291.7,221.0,60679.5,148.0,32230.5,58.0,14209.0,619.0,82508.3,3748.0,45480.4,1499.0,31407.9,1168.0,28994.3,2934.0,74316.1,673.0,39790.6,174.0,227514.0,2348.0,119177.0,3202.0,87431.2,1553.0,68906.7,1219.0,58420.1,1393.0,54596.1,1697.0,166510.0,193.0,92104.8,213.0,65477.8,380.0,52630.7,133.0,207715.0,81.0,112937.0,359.0,79652.5,145.0,64206.4,530.0,31905.5,438,18184.2,278,27206.9,128,15272.1,236,128507.0,662,67674.1,468,48387.3,963,39458.7,2704
resnet12,2242713064,21972348,78104.2,309.0,89585.5,41.0,51712.2,116.0,39973.5,114.0,47776.3,84.0,310403.0,965.0,164135.0,494.0,113221.0,3342.0,91301.6,255.0,12522.5,578.0,60665.9,872.0,40050.4,150.0,159054.0,207.0,85598.8,178.0,43435.3,1304.0,381013.0,18293.0,188675.0,5861.0,176619.0,19136.0,153331.0,13650.0,15141.6,1222.0,170483.0,150.0,96028.6,224.0,418664.0,6044.0,212894.0,1982.0,147802.0,1851.0,118114.0,525.0,101870.0,708.0,96353.5,2827.0,33247.0,195.0,451400.0,1166.0,280232.0,987.0,203965.0,951.0,172562.0,497.0,505520.0,386.0,312932.0,1150.0,226030.0,1358.0,190967.0,1210.0,65909.6,312.0,61846.9,1367,36007.2,1186,10036.7,221,47958.8,161,31020.8,1416,251172.0,4701,132912.0,1621,93270.7,1312,74457.6,1930,4200.32,114,20933.5,65.0,24704.1,108.0,14212.9,41.0,11022.7,114.0,12909.9,37.0,83308.5,344.0,47975.4,325.0,36100.9,275.0,31874.0,5582.0,19943.8,38.0,12583.9,248.0,76372.9,77.0,40258.6,106.0,17591.0,577.0,100719.0,3520.0,54898.4,363.0,38757.1,2299.0,41923.4,3809.0,93628.0,745.0,50826.0,111.0,284538.0,1535.0,154014.0,2055.0,109227.0,398.0,86200.4,891.0,73411.2,937.0,68609.7,1959.0,207571.0,445.0,114084.0,393.0,80786.5,408.0,64945.4,205.0,258853.0,340.0,140440.0,450.0,100626.0,398.0,79445.7,877.0,39820.3,527,22643.8,993,33876.4,145,19000.6,369,160738.0,839,84703.1,1428,59952.6,755,48602.0,1355
resnet14,2705135080,23154808,92278.0,126.0,105556.0,294.0,60731.3,111.0,46651.0,182.0,56060.9,106.0,365990.0,3718.0,196660.0,2042.0,134681.0,384.0,108760.0,6698.0,14536.4,417.0,71341.5,550.0,46750.8,153.0,186594.0,381.0,101576.0,267.0,50631.3,1391.0,448313.0,22702.0,234846.0,9834.0,190425.0,22883.0,172466.0,8210.0,15491.6,1175.0,200982.0,218.0,111446.0,241.0,494120.0,5449.0,252883.0,1715.0,174225.0,1581.0,138067.0,498.0,118116.0,561.0,111500.0,2478.0,38994.1,148.0,527534.0,432.0,323557.0,1453.0,234568.0,932.0,197030.0,1185.0,591012.0,1664.0,360205.0,1462.0,263133.0,1712.0,219694.0,1703.0,72517.3,350.0,71854.1,693,42973.9,3540,11339.1,198,56601.8,106,37271.1,1540,296227.0,4628,155050.0,1887,107748.0,1545,86953.2,2703,4561.8,142,24163.6,38.0,28567.0,198.0,16387.8,84.0,12532.3,40.0,15339.8,37.0,96301.7,733.0,54270.4,985.0,40242.5,811.0,33567.3,274.0,23196.7,48.0,14788.5,93.0,90460.9,111.0,47481.8,125.0,18985.8,977.0,115862.0,534.0,64770.9,2612.0,46826.2,2453.0,43665.5,5335.0,110908.0,416.0,59662.6,106.0,339406.0,2920.0,181282.0,1359.0,128922.0,1178.0,100724.0,1445.0,85669.8,1466.0,80440.8,2153.0,245450.0,162.0,134399.0,500.0,94928.3,403.0,75875.1,308.0,306184.0,211.0,166072.0,305.0,116128.0,383.0,95337.3,394.0,46459.3,158,26411.7,506,40029.4,164,22463.6,558,190834.0,442,99648.1,240,71569.3,1958,57537.0,2595
resnet16,3167557096,27877236,105418.0,102.0,121023.0,132.0,68957.3,181.0,52623.5,202.0,63867.8,210.0,429672.0,8001.0,220128.0,691.0,153105.0,309.0,118919.0,295.0,17154.4,634.0,82369.8,817.0,54313.7,962.0,215295.0,46.0,116487.0,228.0,57654.9,1067.0,512689.0,12485.0,258393.0,6524.0,211743.0,13212.0,185624.0,13426.0,18520.6,1397.0,231607.0,190.0,128572.0,158.0,571465.0,3434.0,288800.0,2303.0,197022.0,3696.0,157362.0,603.0,135075.0,787.0,127280.0,2065.0,45252.1,235.0,615279.0,301.0,408703.0,961.0,278949.0,772.0,222505.0,1763.0,680819.0,1010.0,448437.0,1125.0,308409.0,1003.0,247695.0,1823.0,90037.2,597.0,82327.8,1117,48295.0,2184,13615.7,185,65480.6,68,43573.3,1559,338116.0,4898,178871.0,2646,123010.0,1599,97186.4,1550,5404.96,92,27215.5,63.0,32341.2,105.0,18319.5,107.0,13923.0,49.0,17293.4,48.0,109591.0,543.0,61513.9,282.0,45429.2,233.0,36918.2,349.0,26329.0,50.0,16096.5,204.0,103666.0,94.0,54595.3,114.0,23311.2,787.0,142129.0,5214.0,72656.5,2038.0,50854.2,4472.0,53054.0,3862.0,126928.0,594.0,68379.3,155.0,393296.0,2626.0,206270.0,1408.0,146430.0,1667.0,114741.0,1362.0,96914.6,1038.0,89669.8,1523.0,282226.0,197.0,153600.0,331.0,108452.0,418.0,85891.4,146.0,352519.0,266.0,189890.0,510.0,132833.0,611.0,107361.0,4365.0,53304.1,206,31052.6,4132,46323.0,153,25995.7,804,220328.0,744,114641.0,297,80729.6,314,65470.2,3194
resnet18,3629979112,46757488,122480.0,56.0,140625.0,65.0,79806.0,58.0,62430.3,153.0,74371.4,132.0,515988.0,9682.0,260075.0,491.0,173912.0,1575.0,145478.0,18097.0,20019.6,341.0,98585.4,754.0,62851.4,266.0,250932.0,124.0,135000.0,190.0,67707.8,610.0,581905.0,14813.0,301082.0,14062.0,206605.0,14088.0,221951.0,20199.0,19858.6,1270.0,269770.0,150.0,148874.0,273.0,683739.0,3882.0,338139.0,4019.0,233982.0,1624.0,186710.0,1654.0,157631.0,1159.0,149435.0,5599.0,53106.4,210.0,735751.0,894.0,476630.0,1828.0,332794.0,2153.0,274780.0,2292.0,811814.0,1015.0,523978.0,1366.0,366240.0,1555.0,303779.0,1803.0,107330.0,557.0,95797.9,1877,55208.5,1241,15868.8,298,76122.1,95,50935.5,1929,391983.0,5278,205582.0,2901,144331.0,2573,116378.0,3491,6539.61,56,31652.8,192.0,37357.0,100.0,20789.0,52.0,15720.1,44.0,19046.2,40.0,126366.0,757.0,70485.0,354.0,50950.4,385.0,40462.2,620.0,30551.3,40.0,18867.6,134.0,119867.0,132.0,63446.1,65.0,26819.2,781.0,153453.0,546.0,86424.2,2277.0,56794.4,1838.0,57471.4,6020.0,146344.0,3811.0,77341.7,112.0,446257.0,4376.0,231555.0,3656.0,165168.0,1487.0,129506.0,857.0,108406.0,808.0,105717.0,15369.0,328158.0,334.0,177931.0,394.0,124248.0,243.0,99098.5,547.0,408378.0,949.0,219046.0,219.0,152246.0,159.0,121454.0,263.0,61642.1,1856,34061.4,253,52853.3,114,29627.8,846,252158.0,965,132499.0,1974,92146.8,679,73223.9,1051
resnet18_w3d4,2250691048,33906088,81779.5,95.0,93568.5,102.0,53721.0,94.0,42847.5,426.0,49746.6,81.0,346277.0,2696.0,173856.0,463.0,126154.0,319.0,96054.5,266.0,13218.7,237.0,64454.2,536.0,42274.6,173.0,169576.0,153.0,91442.5,112.0,47823.9,1465.0,380165.0,13261.0,195733.0,3768.0,164390.0,9978.0,141940.0,7884.0,15813.8,1183.0,187658.0,148.0,107595.0,299.0,463544.0,2028.0,233548.0,3520.0,166784.0,2205.0,132927.0,545.0,114039.0,424.0,109994.0,3227.0,37471.9,202.0,484013.0,776.0,278708.0,1169.0,214684.0,1592.0,185352.0,1493.0,533693.0,265.0,314650.0,1598.0,236386.0,895.0,205806.0,1393.0,77831.5,479.0,62485.5,976,36775.9,983,12332.9,168,48617.0,58,32313.2,1364,250973.0,2418,129219.0,1511,92440.2,604,74787.4,2813,5417.82,66,20758.7,32.0,24760.6,165.0,14295.1,80.0,10929.7,37.0,12931.3,83.0,85578.1,934.0,49125.4,305.0,37054.8,189.0,30208.7,1034.0,20656.2,47.0,13453.8,115.0,78827.0,64.0,42362.9,119.0,18780.9,478.0,103243.0,480.0,55902.3,1143.0,41078.1,1552.0,40468.3,2899.0,94313.4,102.0,51402.1,88.0,283767.0,2377.0,150633.0,1402.0,109279.0,529.0,86282.1,665.0,73229.1,817.0,70716.3,2451.0,217703.0,131.0,124968.0,241.0,91958.0,293.0,73693.9,439.0,269672.0,120.0,151408.0,504.0,109768.0,166.0,91070.3,5984.0,39806.7,532,23012.4,812,34212.6,122,19270.8,519,161933.0,459,85420.8,386,61343.7,1264,49953.9,2728
resnet18_wd2,1211796968,23222824,47937.0,114.0,54831.8,104.0,32746.7,78.0,26610.8,79.0,30664.4,70.0,204462.0,1710.0,104697.0,339.0,75169.2,535.0,60318.1,700.0,9915.06,274.0,38386.5,1204.0,26960.0,268.0,101990.0,57.0,55791.9,92.0,28738.3,1052.0,235556.0,7678.0,110806.0,361.0,86242.5,5185.0,86690.5,5150.0,11601.9,928.0,112348.0,287.0,66332.6,167.0,285245.0,3290.0,149638.0,1671.0,106582.0,1708.0,88237.2,1018.0,77492.7,693.0,74847.9,1829.0,22513.6,162.0,291079.0,216.0,175202.0,1223.0,139095.0,1271.0,117976.0,689.0,323696.0,369.0,192432.0,532.0,150214.0,1464.0,128410.0,687.0,46279.0,459.0,35758.6,739,21139.2,834,7417.27,163,27881.7,39,18411.0,993,139076.0,1111,73953.9,1150,53486.3,451,43662.7,1985,3714.23,110,12641.1,28.0,14886.9,28.0,9035.52,24.0,7216.93,28.0,8231.16,24.0,53319.2,693.0,31535.6,451.0,24120.4,144.0,20811.2,175.0,12649.0,50.0,8841.52,143.0,45636.8,55.0,25172.3,53.0,11173.8,691.0,61358.7,2382.0,34914.8,169.0,28071.0,1264.0,24116.1,2173.0,54658.2,109.0,30653.6,120.0,159764.0,725.0,86437.4,562.0,64196.9,611.0,50603.0,496.0,43772.0,569.0,41525.8,2058.0,126637.0,180.0,74485.3,457.0,54788.0,602.0,44858.1,405.0,156022.0,184.0,88980.8,594.0,65534.3,333.0,57507.9,12483.0,23196.0,189,13810.5,452,19747.7,97,11408.2,43,92754.2,633,50316.6,732,36415.7,640,30174.8,1628
resnet18_wd4,538986984,15759016,24358.8,58.0,28112.3,132.0,17245.2,75.0,14666.6,148.0,16178.7,43.0,110094.0,789.0,58390.8,665.0,41914.4,137.0,35751.0,564.0,5371.62,138.0,19914.9,218.0,14611.8,166.0,51549.8,85.0,29981.1,120.0,17267.6,1271.0,117233.0,301.0,65287.6,194.0,51650.8,1733.0,54032.9,4743.0,8971.36,1371.0,59816.1,75.0,38073.7,204.0,157728.0,1950.0,79450.5,1375.0,61513.3,758.0,52829.8,319.0,46977.0,348.0,46640.6,1005.0,12566.1,148.0,161954.0,126.0,103560.0,457.0,81328.2,919.0,71181.0,457.0,175100.0,196.0,112300.0,1458.0,89115.4,859.0,77757.2,483.0,25204.0,426.0,18280.9,1098,11383.5,798,4371.57,177,14274.5,42,9324.81,835,69874.6,1200,38244.5,279,29677.2,753,24972.9,1692,2442.7,103,7203.41,19.0,8382.31,31.0,5623.56,27.0,4728.49,27.0,5119.09,23.0,31674.2,502.0,19893.5,333.0,16201.2,261.0,15802.4,3287.0,7202.13,43.0,5273.66,52.0,23172.7,72.0,13604.6,345.0,7175.06,628.0,35873.0,1235.0,22314.5,814.0,18164.9,1038.0,19646.4,2282.0,26522.8,86.0,15667.1,84.0,78064.1,447.0,44573.5,552.0,33956.5,547.0,27538.6,590.0,24719.0,656.0,24139.0,2175.0,65175.8,124.0,41406.0,487.0,31409.7,298.0,26349.4,336.0,79778.5,120.0,48827.3,641.0,36456.9,167.0,31184.2,191.0,12003.9,246,7723.69,1883,10056.0,107,6209.77,28,45859.2,571,26050.8,632,19743.5,529,16952.9,1977
resnetbc14b,2939493352,40236352,93267.0,112.0,107110.0,121.0,59371.9,101.0,44818.7,131.0,55124.5,153.0,402664.0,4121.0,201275.0,2138.0,144717.0,506.0,110673.0,816.0,14558.7,218.0,76254.5,627.0,49100.2,141.0,205028.0,159.0,109946.0,253.0,54288.9,2036.0,462698.0,14045.0,248370.0,961.0,179145.0,11022.0,182213.0,9855.0,19841.6,1051.0,219926.0,180.0,120879.0,229.0,543236.0,5632.0,276096.0,1812.0,190039.0,1752.0,147965.0,917.0,124593.0,628.0,115810.0,2883.0,42411.4,216.0,555286.0,873.0,346733.0,7291.0,247080.0,1233.0,203488.0,1462.0,637279.0,1286.0,386595.0,788.0,278239.0,1107.0,228983.0,2597.0,105749.0,465.0,75505.9,1624,42258.2,1097,14494.7,196,61478.8,135,39371.8,1484,317315.0,3536,163791.0,1343,114341.0,1617,93445.7,4003,6291.87,61,28980.0,21.0,34771.5,113.0,19966.7,122.0,15484.0,68.0,18971.0,68.0,114713.0,597.0,66575.4,400.0,50231.8,1112.0,41385.6,540.0,27970.1,93.0,17690.6,384.0,103946.0,121.0,56050.7,206.0,40435.0,30336.0,139600.0,912.0,72335.2,2017.0,56284.3,3049.0,57894.2,7397.0,130397.0,688.0,69871.7,444.0,374989.0,3249.0,200250.0,828.0,143600.0,1435.0,112812.0,1238.0,94535.1,579.0,89322.3,2189.0,280088.0,120.0,153897.0,324.0,110658.0,304.0,88715.4,269.0,349767.0,627.0,190919.0,208.0,136451.0,174.0,109244.0,746.0,56653.4,581,32148.9,284,46423.0,338,26107.4,497,223354.0,1393,117635.0,718,84139.2,1603,68761.5,3033
resnetbc26b,4686420968,63944400,148146.0,353.0,170492.0,362.0,93952.5,276.0,71301.1,82.0,87426.8,266.0,638955.0,7286.0,312755.0,1459.0,214441.0,419.0,170326.0,343.0,22107.5,440.0,124191.0,910.0,77567.8,191.0,324381.0,176.0,173193.0,243.0,84979.8,880.0,765920.0,52409.0,389346.0,8076.0,302507.0,18824.0,272257.0,17361.0,26368.3,1355.0,347830.0,397.0,189095.0,255.0,846684.0,9305.0,422927.0,3336.0,293971.0,3696.0,229031.0,1050.0,193181.0,2890.0,178858.0,3031.0,65153.4,125.0,899024.0,825.0,557022.0,745.0,398183.0,2271.0,325994.0,1595.0,1017230.0,1252.0,622919.0,1101.0,446142.0,1956.0,363541.0,1344.0,159127.0,545.0,119073.0,1662,67376.4,1236,21872.1,296,96995.4,107,63754.8,2104,512394.0,5193,264853.0,2841,182943.0,1130,146892.0,4667,9067.93,94,44850.0,58.0,53325.1,347.0,30494.1,58.0,23648.3,40.0,27949.4,39.0,178743.0,1029.0,101654.0,418.0,76368.2,545.0,61706.4,1412.0,43531.7,165.0,27093.9,469.0,163821.0,146.0,87858.8,187.0,38567.5,2671.0,201554.0,7103.0,111855.0,1944.0,84472.8,2261.0,81366.2,6183.0,205901.0,529.0,109747.0,154.0,583498.0,10992.0,313031.0,2766.0,223344.0,1722.0,171972.0,1479.0,146516.0,1382.0,134266.0,2379.0,440699.0,256.0,241708.0,384.0,171674.0,266.0,138090.0,447.0,551119.0,384.0,297289.0,942.0,210758.0,210.0,168699.0,602.0,88209.9,2463,50806.1,4526,72316.1,142,40850.0,912,350469.0,1088,184352.0,1704,132741.0,2225,105370.0,1392
resnext14_16x4d,2072452072,28456428,92678.9,756.0,109012.0,1139.0,78267.4,1877.0,64833.5,401.0,74423.0,1927.0,498548.0,2469.0,367529.0,1919.0,329757.0,5057.0,309584.0,5299.0,10197.2,318.0,79635.4,924.0,61833.7,152.0,191628.0,153.0,126920.0,98.0,69345.1,3427.0,561010.0,4778.0,402286.0,9748.0,387318.0,27968.0,442345.0,11600.0,15697.2,1061.0,205670.0,1039.0,137978.0,1236.0,613123.0,3356.0,446262.0,4336.0,391964.0,1655.0,363616.0,4775.0,356726.0,8801.0,355913.0,9154.0,31081.5,168.0,532712.0,387.0,382964.0,298.0,329051.0,910.0,300511.0,786.0,638510.0,919.0,457660.0,514.0,394337.0,238.0,361511.0,557.0,80665.5,402.0,85277.8,2017,65809.0,1203,11114.0,220,67712.5,70,49890.0,44,304092.0,3043,200674.0,2347,166131.0,1673,151679.0,2881,4921.15,54,50610.4,205.0,61992.5,1180.0,50654.2,238.0,47537.2,214.0,43446.2,113.0,215619.0,837.0,181783.0,1377.0,170599.0,1277.0,169093.0,9389.0,44271.8,118.0,37588.8,758.0,133230.0,187.0,100874.0,280.0,48842.4,3410.0,221459.0,657.0,184560.0,2591.0,175452.0,2970.0,187468.0,9197.0,158913.0,717.0,115672.0,594.0,406614.0,2260.0,285906.0,1685.0,249668.0,2083.0,227596.0,2503.0,218861.0,2175.0,216514.0,8473.0,308380.0,234.0,220112.0,183.0,190202.0,105.0,174467.0,232.0,387367.0,162.0,276272.0,311.0,238594.0,180.0,219854.0,339.0,70433.9,209,54553.8,1241,54619.3,161,40509.8,96,238151.0,818,162399.0,453,138726.0,479,127153.0,1230
resnext14_32x4d,3183549416,37579744,149727.0,855.0,178961.0,1991.0,129756.0,326.0,119893.0,270.0,112406.0,1266.0,847543.0,4458.0,661489.0,4057.0,597426.0,2760.0,577037.0,7163.0,13578.5,325.0,128032.0,1396.0,108556.0,248.0,302374.0,321.0,207060.0,269.0,116774.0,2323.0,922711.0,14046.0,704365.0,13124.0,688151.0,39667.0,767459.0,33423.0,19535.2,1054.0,319037.0,584.0,219070.0,872.0,1023960.0,4989.0,774110.0,4496.0,693346.0,4372.0,659129.0,6780.0,654424.0,11697.0,657446.0,14518.0,44760.7,204.0,863499.0,395.0,642251.0,335.0,563790.0,1351.0,527349.0,510.0,1043590.0,686.0,774730.0,768.0,682586.0,1165.0,638257.0,1207.0,117641.0,242.0,144211.0,2323,114365.0,1027,15295.3,115,112990.0,88,85919.8,107,511716.0,4108,354075.0,5073,301882.0,3271,279666.0,2397,6616.12,118,89674.2,1359.0,107967.0,1611.0,92051.4,698.0,86540.9,676.0,77598.3,502.0,373448.0,3276.0,327040.0,1892.0,311621.0,1968.0,306855.0,8846.0,75129.8,124.0,65309.0,564.0,226102.0,333.0,177752.0,220.0,78750.2,1796.0,388021.0,1336.0,333728.0,1016.0,318920.0,3826.0,332295.0,7442.0,263160.0,618.0,199903.0,654.0,660440.0,1962.0,484458.0,1910.0,429445.0,1079.0,399338.0,2053.0,383789.0,2881.0,376665.0,4814.0,502640.0,265.0,372068.0,508.0,328773.0,273.0,306038.0,176.0,632849.0,832.0,468522.0,390.0,414981.0,265.0,386928.0,311.0,114942.0,271,93187.5,4148,89666.2,387,68837.0,98,383564.0,1747,274072.0,2892,240377.0,4344,223167.0,2659
