model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,onefusion|gpu|float,onefusion|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 56, 'output_channel': 48, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 150528, 'output_size': 150528, 'flops': 7225344, 'filter_size': 2304}",88.08,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,283.12,vulkan.conv2d_pw_2x2,50.820835,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 56, 'output_channel': 48, 'output_shape': 56, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 2, 'input_size': 150528, 'output_size': 150528, 'flops': 32514048, 'filter_size': 10368}",671.36,vulkan.conv2d,,vulkan.conv2d,2069.6,vulkan.conv2d,205.577083,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 1, 'output_channel': 12, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 48, 'output_size': 12, 'flops': 576, 'filter_size': 576}",15.76,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,17.84,vulkan.conv2d_pw_2x2,4.075002,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 12, 'input_shape': 1, 'output_channel': 48, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 12, 'output_size': 48, 'flops': 576, 'filter_size': 576}",5.52,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,6.64,vulkan.conv2d_pw_2x2,2.949999,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 56, 'output_channel': 48, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 150528, 'output_size': 150528, 'flops': 7225344, 'filter_size': 2304}",88.84,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,282.44,vulkan.conv2d_pw_2x2,52.683335,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 56, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 2, 'padding': 0, 'groups': 1, 'input_size': 150528, 'output_size': 94080, 'flops': 4515840, 'filter_size': 5760}",82.8,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,284.92,vulkan.conv2d_pw_2x2,125.045836,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 48, 'input_shape': 56, 'output_channel': 120, 'output_shape': 56, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 150528, 'output_size': 376320, 'flops': 18063360, 'filter_size': 5760}",208.4,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,726.64,vulkan.conv2d_pw_2x2,41.100004,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 56, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 5, 'input_size': 376320, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",454.16,vulkan.conv2d,,vulkan.conv2d,1385.64,vulkan.conv2d,150.875002,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 12, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 12, 'flops': 1440, 'filter_size': 1440}",33.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,36.56,vulkan.conv2d_pw_2x2,7.614581,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 12, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 12, 'output_size': 120, 'flops': 1440, 'filter_size': 1440}",5.92,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,7.12,vulkan.conv2d_pw_2x2,2.90625,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.6,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,550.64,vulkan.conv2d_pw_2x2,85.358333,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.88,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.84,vulkan.conv2d_pw_2x2,82.433334,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 5, 'input_size': 94080, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",428.08,vulkan.conv2d,,vulkan.conv2d,1346.52,vulkan.conv2d,129.054167,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 30, 'flops': 3600, 'filter_size': 3600}",32.56,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,35.92,vulkan.conv2d_pw_2x2,7.837499,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 120, 'flops': 3600, 'filter_size': 3600}",10.6,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,14.56,vulkan.conv2d_pw_2x2,3.324996,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.88,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,550.96,vulkan.conv2d_pw_2x2,87.979162,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.32,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.44,vulkan.conv2d_pw_2x2,81.887498,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 5, 'input_size': 94080, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",427.56,vulkan.conv2d,,vulkan.conv2d,1347.72,vulkan.conv2d,130.027079,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 30, 'flops': 3600, 'filter_size': 3600}",33.36,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,36.4,vulkan.conv2d_pw_2x2,8.068746,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 120, 'flops': 3600, 'filter_size': 3600}",12.08,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,16.12,vulkan.conv2d_pw_2x2,3.587501,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.8,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.68,vulkan.conv2d_pw_2x2,86.068752,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.44,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,550.8,vulkan.conv2d_pw_2x2,81.118755,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 5, 'input_size': 94080, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",428.2,vulkan.conv2d,,vulkan.conv2d,1356.92,vulkan.conv2d,127.44792,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 30, 'flops': 3600, 'filter_size': 3600}",32.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,36.24,vulkan.conv2d_pw_2x2,7.762498,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 120, 'flops': 3600, 'filter_size': 3600}",10.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,14.28,vulkan.conv2d_pw_2x2,3.443751,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.64,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,552.16,vulkan.conv2d_pw_2x2,88.487501,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.6,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.8,vulkan.conv2d_pw_2x2,81.662502,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 5, 'input_size': 94080, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",427.88,vulkan.conv2d,,vulkan.conv2d,1348.24,vulkan.conv2d,129.812502,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 30, 'flops': 3600, 'filter_size': 3600}",33.2,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,37.48,vulkan.conv2d_pw_2x2,8.043752,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 120, 'flops': 3600, 'filter_size': 3600}",10.52,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,13.88,vulkan.conv2d_pw_2x2,3.552082,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.52,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.48,vulkan.conv2d_pw_2x2,85.256249,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.24,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.8,vulkan.conv2d_pw_2x2,81.393745,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 5, 'input_size': 94080, 'output_size': 94080, 'flops': 20321280, 'filter_size': 25920}",428.0,vulkan.conv2d,,vulkan.conv2d,1346.84,vulkan.conv2d,127.368746,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 120, 'output_size': 30, 'flops': 3600, 'filter_size': 3600}",33.32,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,36.76,vulkan.conv2d_pw_2x2,7.531251,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 120, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 120, 'flops': 3600, 'filter_size': 3600}",10.92,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,14.56,vulkan.conv2d_pw_2x2,3.452087,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 120, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 94080, 'flops': 11289600, 'filter_size': 14400}",166.48,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,551.56,vulkan.conv2d_pw_2x2,85.877086,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 2, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 65856, 'flops': 7902720, 'filter_size': 40320}",119.44,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,422.32,vulkan.conv2d_pw_2x2,239.885418,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 120, 'input_shape': 28, 'output_channel': 336, 'output_shape': 28, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 94080, 'output_size': 263424, 'flops': 31610880, 'filter_size': 40320}",407.48,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,1428.6,vulkan.conv2d_pw_2x2,75.166667,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 28, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 2, 'padding': 1, 'groups': 14, 'input_size': 263424, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",383.36,vulkan.conv2d,,vulkan.conv2d,1159.76,vulkan.conv2d,183.472916,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 30, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 30, 'flops': 10080, 'filter_size': 10080}",85.32,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,92.96,vulkan.conv2d_pw_2x2,10.733336,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 30, 'input_shape': 1, 'output_channel': 336, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 30, 'output_size': 336, 'flops': 10080, 'filter_size': 10080}",12.88,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,34.4,vulkan.conv2d_pw_2x2,4.027085,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",306.48,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,997.48,vulkan.conv2d_pw_2x2,177.170831,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,996.36,vulkan.conv2d_pw_2x2,177.341665,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 14, 'input_size': 65856, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",378.16,vulkan.conv2d,,vulkan.conv2d,1116.4,vulkan.conv2d,185.418752,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 84, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 84, 'flops': 28224, 'filter_size': 28224}",79.6,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,101.88,vulkan.conv2d_pw_2x2,10.935415,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 84, 'input_shape': 1, 'output_channel': 336, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 84, 'output_size': 336, 'flops': 28224, 'filter_size': 28224}",28.16,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,79.16,vulkan.conv2d_pw_2x2,7.399998,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.96,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,997.04,vulkan.conv2d_pw_2x2,168.75625,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.32,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,997.2,vulkan.conv2d_pw_2x2,170.295831,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 14, 'input_size': 65856, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",375.96,vulkan.conv2d,,vulkan.conv2d,1117.32,vulkan.conv2d,164.006249,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 84, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 84, 'flops': 28224, 'filter_size': 28224}",79.64,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,102.36,vulkan.conv2d_pw_2x2,10.556245,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 84, 'input_shape': 1, 'output_channel': 336, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 84, 'output_size': 336, 'flops': 28224, 'filter_size': 28224}",28.08,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,79.76,vulkan.conv2d_pw_2x2,7.562496,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.36,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,998.0,vulkan.conv2d_pw_2x2,156.666664,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.6,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,996.44,vulkan.conv2d_pw_2x2,154.362503,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 14, 'input_size': 65856, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",375.8,vulkan.conv2d,,vulkan.conv2d,1117.92,vulkan.conv2d,166.974997,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 84, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 84, 'flops': 28224, 'filter_size': 28224}",79.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,101.92,vulkan.conv2d_pw_2x2,11.012499,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 84, 'input_shape': 1, 'output_channel': 336, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 84, 'output_size': 336, 'flops': 28224, 'filter_size': 28224}",27.92,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,79.2,vulkan.conv2d_pw_2x2,7.587502,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.48,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,996.24,vulkan.conv2d_pw_2x2,154.716667,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.16,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,995.84,vulkan.conv2d_pw_2x2,158.35833,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 14, 'input_size': 65856, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",375.52,vulkan.conv2d,,vulkan.conv2d,1119.88,vulkan.conv2d,164.38333,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 84, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 84, 'flops': 28224, 'filter_size': 28224}",79.64,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,103.04,vulkan.conv2d_pw_2x2,10.910421,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 84, 'input_shape': 1, 'output_channel': 336, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 84, 'output_size': 336, 'flops': 28224, 'filter_size': 28224}",28.44,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,79.08,vulkan.conv2d_pw_2x2,7.927086,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.44,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,996.6,vulkan.conv2d_pw_2x2,177.427084,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 65856, 'output_size': 65856, 'flops': 22127616, 'filter_size': 112896}",305.72,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,995.68,vulkan.conv2d_pw_2x2,154.670834,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 14, 'output_channel': 336, 'output_shape': 14, 'kernel_size': 3, 'stride': 1, 'padding': 1, 'groups': 14, 'input_size': 65856, 'output_size': 65856, 'flops': 14224896, 'filter_size': 72576}",375.6,vulkan.conv2d,,vulkan.conv2d,1119.2,vulkan.conv2d,164.337503,metal.prepack_conv2d
regnety016,vulkan_prepack::run_conv2d_context,"{'input_channel': 336, 'input_shape': 1, 'output_channel': 84, 'output_shape': 1, 'kernel_size': 1, 'stride': 1, 'padding': 0, 'groups': 1, 'input_size': 336, 'output_size': 84, 'flops': 28224, 'filter_size': 28224}",79.68,vulkan.conv2d_pw_2x2,,vulkan.conv2d_pw_2x2,102.04,vulkan.conv2d_pw_2x2,11.052081,metal.prepack_conv2d
